gender	age	country	friend_count	lifetime	city_played	pictionary_played	scramble_played	sniper_played	paid
female	29	USA	18	1	1	0	0	0	non_payer
female	23	USA	95	84	44	27	10	3	non_payer
male	27	USA	40	4	1	0	2	1	non_payer
female	22	USA	0	7	2	4	1	0	non_payer
female	28	USA	0	30	16	10	4	0	non_payer
female	18	USA	13	34	17	13	3	1	non_payer
female	19	UK	0	24	10	6	8	0	non_payer
male	24	UK	0	21	1	1	3	16	non_payer
female	20	USA	0	10	8	2	0	0	non_payer
female	19	UK	0	7	3	2	0	2	non_payer
female	18	EGYPT	3	84	53	23	6	2	non_payer
female	18	EGYPT	5	10	7	2	1	0	non_payer
female	20	GERMANY	0	72	34	20	17	1	non_payer
female	19	USA	1	55	22	22	8	3	non_payer
male	20	FRANCE	5	33	3	4	6	20	non_payer
female	18	UK	0	0	0	0	0	0	non_payer
female	19	GERMANY	0	10	6	1	2	1	non_payer
female	22	USA	52	45	20	13	8	4	payer
male	22	USA	3	2	0	0	1	1	non_payer
female	18	GERMANY	39	2	2	0	0	0	non_payer
female	21	FRANCE	58	31	19	8	4	0	non_payer
female	23	USA	0	2	1	0	1	0	non_payer
female	18	UK	4	6	3	0	2	1	non_payer
female	18	USA	2	7	2	2	3	0	non_payer
male	25	UK	0	8	0	0	0	8	non_payer
female	18	USA	70	9	4	3	2	0	non_payer
female	22	USA	0	9	6	0	2	1	non_payer
male	24	UK	1	31	3	2	6	20	non_payer
female	18	USA	4	4	4	0	0	0	non_payer
female	18	UK	2	5	2	1	2	0	non_payer
female	19	USA	2	18	7	7	4	0	non_payer
female	18	USA	3	6	5	1	0	0	non_payer
male	18	USA	5	4	0	0	1	3	non_payer
female	26	USA	66	4	2	2	0	0	non_payer
female	23	USA	73	47	26	12	8	1	payer
female	25	USA	0	46	21	17	8	0	non_payer
female	21	UK	5	0	0	0	0	0	non_payer
male	21	USA	2	67	4	6	12	45	non_payer
male	19	USA	4	76	3	9	13	51	non_payer
female	18	USA	2	1	1	0	0	0	non_payer
male	20	USA	0	9	1	1	2	5	non_payer
male	22	USA	0	10	0	0	1	9	non_payer
female	26	UK	0	9	7	2	0	0	non_payer
male	23	EGYPT	45	9	0	1	0	8	non_payer
female	24	USA	4	9	6	3	0	0	non_payer
female	21	USA	0	56	25	18	12	1	non_payer
female	25	USA	2	9	3	4	2	0	non_payer
male	23	GERMANY	0	68	6	3	11	48	non_payer
male	26	USA	1	6	0	0	3	3	non_payer
female	18	USA	2	6	2	3	0	1	non_payer
male	20	USA	3	9	2	0	1	6	non_payer
female	24	CANADA	0	88	40	34	12	2	non_payer
female	18	USA	1	6	4	2	0	0	non_payer
female	22	FRANCE	55	4	2	0	1	1	non_payer
female	24	USA	54	10	5	4	0	1	non_payer
female	19	USA	0	30	14	11	4	1	non_payer
female	21	UK	29	1	1	0	0	0	non_payer
female	21	USA	63	10	2	6	2	0	non_payer
female	20	USA	0	2	0	1	1	0	non_payer
male	26	UK	1	74	11	4	21	38	non_payer
male	21	GERMANY	0	2	0	0	0	2	non_payer
female	21	USA	100	91	49	27	12	3	non_payer
male	21	USA	3	2	0	0	0	2	non_payer
female	22	UK	1	21	9	7	3	2	non_payer
female	24	GERMANY	0	7	3	3	1	0	non_payer
female	22	USA	0	40	19	14	6	1	non_payer
female	19	UK	5	31	14	13	4	0	non_payer
female	20	GERMANY	5	10	6	3	0	1	non_payer
male	22	USA	0	9	0	2	1	6	non_payer
female	18	UK	5	47	22	18	7	0	non_payer
female	25	USA	3	59	26	20	9	4	non_payer
female	19	USA	1	10	5	4	0	1	non_payer
female	26	USA	14	14	6	6	2	0	non_payer
female	24	FRANCE	75	95	50	28	13	4	payer
female	27	UK	1	6	2	4	0	0	non_payer
female	24	USA	1	29	17	5	7	0	non_payer
female	18	USA	4	42	24	11	6	1	non_payer
female	18	USA	3	2	0	2	0	0	non_payer
male	18	GERMANY	0	63	3	7	8	45	non_payer
female	25	USA	4	12	4	4	3	1	non_payer
male	28	GERMANY	1	4	0	1	1	2	non_payer
female	22	USA	1	22	14	5	3	0	non_payer
male	19	CANADA	55	57	3	5	12	37	payer
male	21	USA	0	1	0	0	0	1	non_payer
female	19	GERMANY	4	9	7	2	0	0	non_payer
female	22	UK	43	55	34	13	7	1	payer
female	24	USA	1	10	3	4	3	0	non_payer
female	25	USA	0	2	1	1	0	0	non_payer
male	19	USA	0	92	7	6	19	60	non_payer
male	18	USA	7	31	3	2	9	17	non_payer
female	23	UK	0	0	0	0	0	0	non_payer
male	19	USA	2	91	5	6	16	64	non_payer
male	20	USA	0	3	0	0	2	1	non_payer
female	26	USA	3	8	4	2	1	1	non_payer
male	21	FRANCE	0	7	0	0	3	4	non_payer
male	24	UK	0	3	0	1	1	1	non_payer
male	26	USA	90	66	4	4	12	46	payer
male	20	GERMANY	2	1	0	0	0	1	non_payer
female	19	USA	2	28	14	10	3	1	non_payer
male	18	USA	0	83	8	9	11	55	non_payer
male	24	USA	5	90	9	4	15	62	non_payer
male	23	USA	91	10	0	0	2	8	non_payer
female	24	FRANCE	0	65	37	16	9	3	non_payer
male	18	FRANCE	0	1	0	0	0	1	non_payer
female	21	USA	0	0	0	0	0	0	non_payer
female	28	FRANCE	0	90	55	17	11	7	non_payer
female	22	USA	1	2	1	0	1	0	non_payer
female	21	UK	2	4	1	2	1	0	non_payer
female	18	UK	2	0	0	0	0	0	non_payer
female	25	FRANCE	0	70	40	18	11	1	non_payer
female	24	UK	5	83	50	20	8	5	non_payer
female	19	GERMANY	5	96	57	21	17	1	non_payer
female	21	EGYPT	66	2	0	1	1	0	non_payer
male	21	FRANCE	0	12	1	1	4	6	non_payer
female	18	MEXICO	0	34	16	11	6	1	non_payer
female	23	FRANCE	1	2	1	1	0	0	non_payer
male	18	USA	58	29	3	2	6	18	non_payer
female	19	USA	1	0	0	0	0	0	non_payer
male	22	USA	0	67	3	6	11	47	non_payer
male	27	GERMANY	0	8	0	1	0	7	non_payer
female	19	USA	5	15	9	3	2	1	non_payer
male	24	UK	2	4	1	1	0	2	non_payer
female	25	EGYPT	4	6	2	2	2	0	non_payer
male	27	USA	4	90	11	11	11	57	non_payer
female	23	UK	0	3	1	2	0	0	non_payer
female	25	FRANCE	3	60	28	22	9	1	non_payer
female	20	CANADA	0	6	3	2	0	1	non_payer
male	20	USA	0	50	6	8	10	26	non_payer
male	20	USA	2	42	1	7	10	24	non_payer
female	24	USA	94	97	58	20	17	2	payer
female	26	GERMANY	4	2	1	1	0	0	non_payer
male	28	USA	0	95	5	7	15	68	non_payer
female	22	USA	4	97	44	35	14	4	non_payer
male	23	UK	68	3	1	0	0	2	non_payer
female	29	GERMANY	61	51	27	18	6	0	non_payer
male	19	UK	4	93	5	2	17	69	non_payer
female	21	USA	91	71	30	27	11	3	payer
female	22	USA	57	2	2	0	0	0	non_payer
male	18	USA	0	71	8	4	11	48	non_payer
male	20	USA	0	9	1	1	2	5	non_payer
female	22	USA	0	1	0	1	0	0	non_payer
female	22	UK	0	28	15	9	1	3	non_payer
female	22	EGYPT	57	0	0	0	0	0	non_payer
female	26	UK	0	96	49	26	15	6	non_payer
female	23	UK	3	4	4	0	0	0	non_payer
male	24	GERMANY	40	5	0	1	2	2	non_payer
female	23	USA	3	10	6	2	2	0	non_payer
female	20	USA	0	22	11	8	3	0	non_payer
female	21	UK	27	58	36	17	4	1	non_payer
female	20	USA	0	11	6	4	1	0	non_payer
female	20	FRANCE	4	1	0	0	1	0	non_payer
female	20	USA	0	9	7	2	0	0	non_payer
male	20	USA	0	41	4	7	5	25	non_payer
female	25	UK	17	96	55	23	14	4	payer
female	20	USA	3	4	4	0	0	0	non_payer
female	25	USA	28	36	22	8	5	1	non_payer
female	28	USA	4	7	3	3	1	0	non_payer
male	19	GERMANY	0	21	2	0	6	13	non_payer
female	18	UK	3	5	3	0	2	0	non_payer
female	25	UK	0	3	3	0	0	0	non_payer
male	22	UK	57	8	2	0	1	5	non_payer
female	28	CANADA	0	2	1	1	0	0	non_payer
female	21	UK	5	96	50	31	12	3	non_payer
female	21	USA	5	6	3	1	2	0	non_payer
female	26	UK	3	9	6	3	0	0	non_payer
female	25	MEXICO	3	2	2	0	0	0	non_payer
female	19	USA	65	1	0	0	1	0	non_payer
female	26	UK	0	77	36	27	10	4	non_payer
male	24	USA	60	7	1	1	1	4	non_payer
female	22	GERMANY	38	34	13	9	8	4	payer
female	28	UK	0	6	6	0	0	0	non_payer
female	23	USA	1	81	43	21	12	5	non_payer
female	24	GERMANY	23	65	34	16	13	2	payer
male	22	UK	0	28	2	3	3	20	non_payer
female	27	USA	56	3	2	1	0	0	non_payer
female	22	USA	2	3	2	1	0	0	non_payer
female	26	USA	5	71	39	20	11	1	non_payer
female	18	USA	3	0	0	0	0	0	non_payer
male	21	UK	0	6	0	0	1	5	non_payer
female	21	USA	5	91	42	31	16	2	non_payer
female	23	UK	5	11	7	3	1	0	non_payer
male	21	USA	3	0	0	0	0	0	non_payer
male	26	CANADA	3	2	0	0	0	2	non_payer
female	20	UK	0	8	4	2	2	0	non_payer
male	21	USA	49	6	1	1	1	3	non_payer
female	19	UK	34	67	31	23	8	5	payer
female	25	FRANCE	5	44	21	10	11	2	non_payer
female	23	FRANCE	2	5	4	0	1	0	non_payer
female	22	USA	3	10	5	3	2	0	non_payer
male	21	USA	2	8	0	0	1	7	non_payer
female	19	MEXICO	0	4	2	2	0	0	non_payer
female	18	USA	0	5	3	2	0	0	non_payer
male	22	USA	11	9	2	0	2	5	non_payer
male	22	UK	86	84	10	5	10	59	non_payer
female	22	USA	0	4	1	1	1	1	non_payer
female	30	USA	53	10	4	1	4	1	non_payer
female	28	UK	1	4	3	1	0	0	non_payer
female	21	USA	4	47	26	16	2	3	non_payer
male	18	EGYPT	3	7	2	0	1	4	non_payer
female	24	UK	0	5	3	2	0	0	non_payer
female	19	EGYPT	0	4	2	2	0	0	non_payer
female	19	UK	3	0	0	0	0	0	non_payer
male	21	USA	5	7	0	2	2	3	non_payer
male	18	EGYPT	2	97	14	8	17	58	non_payer
female	18	CANADA	0	90	42	30	13	5	non_payer
male	24	GERMANY	14	6	0	1	0	5	non_payer
male	27	USA	0	9	3	0	1	5	non_payer
female	24	USA	90	34	20	10	4	0	payer
male	22	UK	4	7	1	0	2	4	non_payer
male	28	EGYPT	0	5	0	1	1	3	non_payer
female	19	UK	0	48	25	12	9	2	non_payer
female	21	USA	4	37	19	11	5	2	non_payer
female	23	USA	0	8	5	1	1	1	non_payer
female	25	USA	52	44	22	12	8	2	payer
male	21	USA	82	0	0	0	0	0	non_payer
female	27	USA	2	71	34	21	14	2	non_payer
male	19	USA	0	34	0	4	5	25	non_payer
female	18	USA	0	5	3	0	1	1	non_payer
male	18	USA	2	9	0	0	4	5	non_payer
female	27	USA	19	1	1	0	0	0	non_payer
female	23	MEXICO	2	51	30	9	11	1	non_payer
female	22	UK	3	10	7	1	2	0	non_payer
male	22	UK	0	8	2	0	1	5	non_payer
female	24	UK	0	95	62	17	12	4	non_payer
female	28	USA	50	66	37	19	10	0	payer
male	29	USA	0	6	1	1	0	4	non_payer
female	19	USA	87	24	11	7	5	1	payer
male	27	MEXICO	1	0	0	0	0	0	non_payer
female	18	UK	2	3	3	0	0	0	non_payer
male	23	CANADA	0	9	0	0	3	6	non_payer
female	21	EGYPT	21	12	8	3	0	1	non_payer
female	29	USA	0	5	0	1	3	1	non_payer
female	22	USA	0	20	12	6	2	0	non_payer
female	22	USA	0	2	0	2	0	0	non_payer
male	23	USA	82	18	1	3	4	10	non_payer
female	21	MEXICO	5	74	49	15	7	3	non_payer
female	19	UK	0	2	1	1	0	0	non_payer
female	18	GERMANY	5	10	5	4	1	0	non_payer
male	18	UK	98	4	0	0	0	4	non_payer
male	24	UK	0	0	0	0	0	0	non_payer
male	19	USA	0	24	0	2	7	15	non_payer
male	25	USA	51	3	0	0	1	2	non_payer
female	27	USA	2	5	3	0	2	0	non_payer
male	24	UK	84	5	1	1	1	2	non_payer
female	21	UK	1	10	1	4	3	2	non_payer
female	26	CANADA	0	29	18	6	2	3	non_payer
male	18	UK	31	10	2	0	0	8	non_payer
female	19	GERMANY	52	4	2	1	1	0	non_payer
male	21	USA	37	83	3	5	15	60	non_payer
female	23	USA	3	10	5	2	1	2	non_payer
female	23	UK	0	5	3	1	1	0	non_payer
male	20	USA	1	4	0	1	1	2	non_payer
female	22	USA	0	7	0	4	2	1	non_payer
female	19	USA	81	33	20	8	4	1	non_payer
female	25	USA	82	56	29	19	4	4	non_payer
male	18	GERMANY	0	97	6	6	16	69	non_payer
male	27	UK	0	5	0	0	1	4	non_payer
male	18	GERMANY	0	24	0	2	5	17	non_payer
female	26	USA	1	0	0	0	0	0	non_payer
female	20	UK	77	61	30	19	9	3	payer
male	21	GERMANY	1	7	1	1	2	3	non_payer
female	22	MEXICO	71	8	4	3	1	0	non_payer
male	23	USA	42	2	0	1	0	1	non_payer
female	19	UK	1	10	6	2	2	0	non_payer
female	21	UK	25	88	46	26	12	4	non_payer
female	23	EGYPT	0	31	16	9	6	0	non_payer
female	23	GERMANY	1	4	3	1	0	0	non_payer
male	20	UK	0	1	0	0	0	1	non_payer
male	18	USA	0	10	0	1	3	6	non_payer
female	28	FRANCE	91	88	45	23	16	4	non_payer
female	21	USA	0	4	3	1	0	0	non_payer
female	22	USA	3	9	6	0	2	1	non_payer
male	26	MEXICO	0	7	0	1	2	4	non_payer
male	21	UK	0	12	0	0	2	10	non_payer
female	18	GERMANY	3	0	0	0	0	0	non_payer
female	20	EGYPT	0	6	2	4	0	0	non_payer
male	18	CANADA	3	38	2	4	4	28	non_payer
female	24	USA	5	19	7	6	5	1	non_payer
male	19	GERMANY	0	2	0	0	0	2	non_payer
female	20	GERMANY	0	93	47	25	16	5	non_payer
female	19	USA	0	0	0	0	0	0	non_payer
female	18	USA	70	18	9	7	1	1	non_payer
male	18	USA	9	9	1	2	2	4	non_payer
female	18	USA	6	5	4	1	0	0	non_payer
male	21	USA	3	3	0	0	0	3	non_payer
female	20	USA	19	10	7	2	1	0	non_payer
male	23	USA	1	52	6	7	11	28	non_payer
female	22	FRANCE	0	5	0	4	1	0	non_payer
female	20	USA	3	67	33	20	12	2	non_payer
male	23	FRANCE	1	26	2	2	6	16	non_payer
female	20	UK	45	56	23	16	14	3	non_payer
male	21	USA	0	47	3	7	7	30	non_payer
male	23	USA	2	46	4	2	17	23	non_payer
female	21	EGYPT	0	3	2	1	0	0	non_payer
female	21	UK	5	3	0	2	1	0	non_payer
female	22	CANADA	80	14	8	4	1	1	non_payer
female	20	UK	0	100	47	35	12	6	non_payer
female	22	USA	84	84	41	24	11	8	non_payer
female	30	GERMANY	0	7	2	2	2	1	non_payer
female	20	UK	4	1	0	0	1	0	non_payer
female	18	USA	36	63	31	19	12	1	non_payer
male	18	USA	80	8	0	1	1	6	non_payer
female	23	USA	0	3	1	2	0	0	non_payer
male	19	USA	0	5	1	1	0	3	non_payer
male	19	USA	2	37	3	6	6	22	non_payer
female	19	USA	34	56	26	20	6	4	payer
male	21	MEXICO	3	2	0	0	0	2	non_payer
female	24	USA	1	13	5	6	1	1	non_payer
male	18	USA	0	96	8	10	13	65	non_payer
female	24	CANADA	3	79	42	24	9	4	non_payer
female	19	UK	0	5	3	1	1	0	non_payer
female	21	MEXICO	23	4	2	0	2	0	non_payer
male	20	USA	69	6	0	0	3	3	non_payer
female	24	USA	89	24	14	7	2	1	payer
male	22	USA	5	8	0	2	1	5	non_payer
female	25	FRANCE	2	4	0	2	2	0	non_payer
female	20	USA	5	3	1	2	0	0	non_payer
female	18	MEXICO	50	99	47	29	21	2	payer
male	19	UK	22	51	2	5	6	38	payer
female	18	UK	5	10	5	3	2	0	non_payer
male	26	USA	72	7	0	1	0	6	non_payer
female	21	UK	6	39	22	9	6	2	non_payer
female	24	USA	0	3	2	0	1	0	non_payer
female	28	MEXICO	0	3	2	1	0	0	non_payer
female	18	GERMANY	72	2	2	0	0	0	non_payer
male	18	UK	43	89	8	3	14	64	payer
female	28	USA	74	74	40	19	12	3	payer
female	18	UK	0	3	2	1	0	0	non_payer
female	22	UK	0	9	6	1	2	0	non_payer
male	21	USA	5	19	1	0	5	13	non_payer
female	22	USA	2	36	18	10	5	3	non_payer
female	22	USA	2	4	2	2	0	0	non_payer
female	19	GERMANY	0	4	2	1	1	0	non_payer
female	25	USA	0	4	2	1	1	0	non_payer
female	22	USA	1	9	6	2	0	1	non_payer
female	23	USA	4	25	15	6	3	1	non_payer
male	26	USA	90	52	7	3	8	34	payer
female	23	EGYPT	0	10	3	5	2	0	non_payer
female	21	USA	15	34	14	12	5	3	non_payer
female	18	USA	53	9	4	4	1	0	non_payer
female	18	USA	1	44	18	18	7	1	non_payer
female	27	GERMANY	14	5	2	2	1	0	non_payer
female	20	USA	1	9	6	1	1	1	non_payer
female	23	FRANCE	23	1	0	0	1	0	non_payer
female	18	USA	20	33	16	13	3	1	payer
female	20	USA	0	28	19	5	4	0	non_payer
female	26	USA	0	7	4	1	2	0	non_payer
male	23	EGYPT	28	41	4	6	8	23	non_payer
female	24	UK	0	3	0	2	1	0	non_payer
female	26	USA	0	55	28	17	7	3	non_payer
male	19	UK	73	9	1	0	3	5	non_payer
female	22	USA	0	64	29	23	12	0	non_payer
female	22	FRANCE	0	0	0	0	0	0	non_payer
male	25	USA	3	6	1	0	0	5	non_payer
female	22	USA	0	3	2	1	0	0	non_payer
female	18	USA	0	10	7	1	2	0	non_payer
male	22	UK	0	5	0	0	1	4	non_payer
female	24	USA	15	0	0	0	0	0	non_payer
male	30	USA	5	0	0	0	0	0	non_payer
female	23	UK	5	46	27	15	2	2	non_payer
female	20	USA	3	5	3	0	1	1	non_payer
female	25	FRANCE	2	5	2	1	2	0	non_payer
female	28	USA	0	3	0	3	0	0	non_payer
female	23	USA	0	2	2	0	0	0	non_payer
female	18	USA	91	4	3	0	0	1	non_payer
male	18	UK	5	30	1	3	4	22	non_payer
male	27	UK	0	63	6	7	16	34	non_payer
female	20	GERMANY	0	18	9	5	3	1	non_payer
female	22	USA	0	8	3	4	1	0	non_payer
female	18	UK	0	2	1	0	1	0	non_payer
female	20	USA	4	7	6	1	0	0	non_payer
female	21	USA	5	3	2	0	1	0	non_payer
female	21	GERMANY	0	10	9	1	0	0	non_payer
female	21	UK	2	6	3	3	0	0	non_payer
female	18	USA	0	6	3	1	1	1	non_payer
male	18	GERMANY	39	13	1	0	2	10	non_payer
female	20	USA	8	6	5	0	1	0	non_payer
female	26	USA	3	48	30	16	2	0	non_payer
female	19	USA	100	2	0	1	1	0	non_payer
female	18	USA	41	10	7	1	1	1	non_payer
female	22	GERMANY	2	10	4	4	2	0	non_payer
male	23	FRANCE	0	2	0	0	1	1	non_payer
female	24	FRANCE	1	39	24	8	7	0	non_payer
male	19	USA	0	7	0	0	1	6	non_payer
male	18	UK	9	5	1	0	0	4	non_payer
female	25	USA	0	57	28	17	11	1	non_payer
female	28	USA	4	3	2	1	0	0	non_payer
female	30	USA	72	5	3	2	0	0	non_payer
female	18	USA	82	30	16	9	3	2	payer
female	19	FRANCE	0	9	5	1	3	0	non_payer
female	18	USA	0	6	2	3	1	0	non_payer
male	21	USA	13	7	1	0	1	5	non_payer
male	26	CANADA	3	7	1	0	1	5	non_payer
female	22	MEXICO	0	2	0	2	0	0	non_payer
female	18	USA	37	4	2	1	1	0	non_payer
female	20	USA	0	73	35	18	16	4	non_payer
female	27	USA	2	1	0	1	0	0	non_payer
female	25	UK	0	21	8	7	4	2	non_payer
female	18	USA	3	28	16	4	7	1	non_payer
female	18	UK	0	9	5	3	1	0	non_payer
male	19	UK	2	63	8	4	10	41	non_payer
female	25	USA	0	24	13	7	4	0	non_payer
female	19	USA	0	4	2	0	1	1	non_payer
female	18	UK	5	4	1	2	1	0	non_payer
male	22	UK	2	30	1	5	5	19	non_payer
female	19	USA	0	79	35	30	11	3	non_payer
female	21	USA	1	8	5	3	0	0	non_payer
male	20	USA	0	51	1	3	13	34	non_payer
male	21	FRANCE	0	34	2	5	1	26	non_payer
male	27	USA	39	10	1	0	2	7	non_payer
female	22	USA	74	6	4	2	0	0	non_payer
male	19	USA	0	82	8	4	15	55	non_payer
female	26	GERMANY	2	5	1	2	2	0	non_payer
female	18	USA	4	6	0	4	1	1	non_payer
male	21	GERMANY	2	55	6	8	6	35	non_payer
male	21	USA	4	37	1	6	4	26	non_payer
male	28	USA	0	18	1	0	6	11	non_payer
male	20	GERMANY	48	6	0	0	0	6	non_payer
male	22	USA	18	3	1	1	0	1	non_payer
female	21	USA	0	36	20	11	4	1	non_payer
male	19	UK	0	18	2	3	3	10	non_payer
female	30	USA	89	31	21	9	1	0	non_payer
female	26	USA	0	23	12	8	2	1	non_payer
female	18	MEXICO	5	32	10	14	6	2	non_payer
male	18	USA	4	2	0	0	0	2	non_payer
female	25	USA	0	7	3	2	2	0	non_payer
female	24	FRANCE	68	2	0	2	0	0	non_payer
female	21	UK	96	49	25	17	6	1	payer
female	22	GERMANY	91	10	6	2	1	1	non_payer
male	19	USA	39	46	4	3	11	28	payer
female	22	USA	0	4	1	1	2	0	non_payer
female	27	CANADA	38	25	11	11	3	0	payer
female	20	GERMANY	21	70	33	24	9	4	payer
male	23	MEXICO	93	88	8	7	15	58	non_payer
female	19	USA	5	70	33	22	11	4	non_payer
male	23	USA	0	88	6	5	16	61	non_payer
female	22	CANADA	2	44	22	9	10	3	non_payer
female	22	USA	2	5	2	2	1	0	non_payer
female	22	USA	35	48	22	16	9	1	payer
female	23	UK	0	50	29	9	7	5	non_payer
female	18	UK	0	82	38	26	14	4	non_payer
female	19	CANADA	3	43	21	14	6	2	non_payer
female	21	UK	2	9	5	3	1	0	non_payer
male	27	USA	0	2	0	0	1	1	non_payer
female	22	MEXICO	0	1	1	0	0	0	non_payer
female	18	UK	37	46	26	12	7	1	payer
male	18	USA	0	91	5	8	9	69	non_payer
male	18	FRANCE	0	73	4	12	16	41	non_payer
female	20	FRANCE	0	61	27	20	13	1	non_payer
male	18	USA	0	1	0	1	0	0	non_payer
female	22	CANADA	18	8	2	5	1	0	non_payer
female	28	CANADA	0	2	2	0	0	0	non_payer
female	21	USA	4	8	3	2	3	0	non_payer
female	19	FRANCE	80	2	2	0	0	0	non_payer
female	18	UK	0	51	28	15	7	1	non_payer
female	26	USA	0	6	3	3	0	0	non_payer
female	18	FRANCE	3	5	5	0	0	0	non_payer
female	22	UK	0	7	5	0	2	0	non_payer
female	21	MEXICO	0	0	0	0	0	0	non_payer
female	23	USA	0	85	45	20	15	5	non_payer
female	20	UK	74	34	18	10	4	2	payer
male	18	USA	1	3	0	0	2	1	non_payer
female	23	USA	0	35	22	8	5	0	non_payer
female	22	USA	89	0	0	0	0	0	non_payer
female	20	UK	15	44	19	16	7	2	non_payer
male	27	USA	0	83	7	4	23	49	non_payer
female	18	UK	0	10	3	3	4	0	non_payer
female	24	GERMANY	46	52	28	17	6	1	payer
female	23	USA	0	64	34	15	12	3	non_payer
female	20	UK	3	7	6	1	0	0	non_payer
female	19	USA	1	59	25	14	16	4	non_payer
female	19	USA	0	10	8	1	0	1	non_payer
male	18	USA	67	9	1	0	2	6	non_payer
female	25	USA	66	9	3	2	2	2	non_payer
female	21	USA	13	10	9	1	0	0	non_payer
male	29	USA	48	13	0	2	1	10	non_payer
female	20	USA	96	56	25	19	10	2	payer
female	20	UK	46	23	12	7	3	1	payer
female	22	UK	83	9	6	2	1	0	non_payer
female	23	UK	4	11	3	3	4	1	non_payer
female	20	USA	0	24	10	11	3	0	non_payer
male	27	USA	3	40	4	2	7	27	non_payer
female	21	USA	4	4	2	2	0	0	non_payer
female	19	FRANCE	82	84	45	24	12	3	non_payer
male	19	UK	67	17	3	3	5	6	non_payer
female	28	USA	3	9	5	1	2	1	non_payer
female	22	USA	0	14	7	3	4	0	non_payer
male	18	EGYPT	0	6	0	1	1	4	non_payer
female	18	FRANCE	1	9	4	2	3	0	non_payer
female	18	USA	2	7	4	2	1	0	non_payer
female	21	USA	1	6	3	2	1	0	non_payer
male	18	UK	67	8	0	1	4	3	non_payer
male	20	EGYPT	2	1	0	0	0	1	non_payer
female	20	USA	3	9	5	2	1	1	non_payer
female	18	GERMANY	0	0	0	0	0	0	non_payer
female	23	USA	59	4	4	0	0	0	non_payer
female	26	UK	4	3	1	1	1	0	non_payer
female	20	CANADA	4	90	42	26	14	8	non_payer
female	30	UK	2	16	7	7	2	0	non_payer
male	18	USA	0	52	4	3	5	40	non_payer
male	19	USA	81	8	1	0	1	6	non_payer
female	25	USA	0	72	41	19	10	2	non_payer
female	18	USA	4	38	13	19	5	1	non_payer
male	19	USA	82	3	0	0	0	3	non_payer
male	18	CANADA	5	50	4	3	7	36	non_payer
female	25	EGYPT	4	78	39	24	11	4	non_payer
female	18	EGYPT	2	10	6	2	2	0	non_payer
female	28	UK	4	1	1	0	0	0	non_payer
female	27	USA	4	91	46	30	12	3	non_payer
female	22	UK	68	2	1	0	1	0	non_payer
female	18	USA	2	6	2	2	1	1	non_payer
female	18	USA	36	4	1	1	1	1	non_payer
female	27	USA	0	3	2	1	0	0	non_payer
female	20	USA	0	10	7	1	1	1	non_payer
female	19	FRANCE	5	57	28	19	8	2	non_payer
male	23	CANADA	0	87	6	5	19	57	non_payer
female	30	USA	50	73	32	26	12	3	non_payer
female	22	USA	48	10	9	1	0	0	non_payer
female	27	CANADA	3	30	16	9	3	2	non_payer
male	18	UK	0	54	3	8	7	36	non_payer
female	20	MEXICO	0	32	18	11	2	1	non_payer
male	22	MEXICO	3	5	1	0	1	3	non_payer
female	20	USA	14	9	5	3	1	0	non_payer
male	24	USA	41	1	0	0	0	1	non_payer
male	20	FRANCE	0	15	0	3	3	9	non_payer
female	25	UK	3	8	4	2	1	1	non_payer
male	22	UK	72	9	0	1	2	6	non_payer
male	18	USA	0	15	0	3	3	9	non_payer
male	25	UK	1	3	0	0	0	3	non_payer
female	20	UK	4	10	7	1	1	1	non_payer
female	20	USA	3	94	46	27	14	7	non_payer
female	22	GERMANY	30	6	2	3	1	0	non_payer
male	21	FRANCE	4	0	0	0	0	0	non_payer
female	26	USA	0	7	2	5	0	0	non_payer
female	28	UK	0	80	39	26	13	2	non_payer
female	22	GERMANY	2	4	3	1	0	0	non_payer
female	24	UK	0	2	2	0	0	0	non_payer
female	18	UK	3	3	1	1	1	0	non_payer
female	21	USA	0	1	1	0	0	0	non_payer
female	24	EGYPT	4	78	37	25	12	4	non_payer
male	18	UK	3	5	2	0	1	2	non_payer
female	18	USA	97	99	49	29	15	6	payer
male	18	USA	0	1	0	0	0	1	non_payer
male	24	GERMANY	94	31	2	2	5	22	payer
female	23	USA	0	54	21	23	9	1	non_payer
male	23	UK	4	3	0	0	0	3	non_payer
female	22	USA	0	8	4	2	2	0	non_payer
female	20	GERMANY	0	61	29	18	8	6	non_payer
female	18	USA	0	9	7	1	0	1	non_payer
female	18	USA	79	6	4	1	1	0	non_payer
female	22	UK	62	69	38	16	9	6	non_payer
female	22	USA	2	77	36	24	12	5	non_payer
male	24	UK	27	9	0	1	2	6	non_payer
male	20	EGYPT	98	10	1	0	3	6	non_payer
female	22	USA	1	7	4	2	1	0	non_payer
male	23	GERMANY	17	62	2	6	9	45	non_payer
female	18	USA	0	10	7	1	2	0	non_payer
female	18	USA	0	43	25	8	8	2	non_payer
male	18	GERMANY	45	10	1	2	1	6	non_payer
female	25	FRANCE	0	7	4	3	0	0	non_payer
female	26	USA	1	37	19	15	3	0	non_payer
male	18	FRANCE	59	5	0	0	1	4	non_payer
female	19	UK	0	12	9	2	1	0	non_payer
male	24	GERMANY	10	53	2	5	13	33	non_payer
male	26	USA	48	0	0	0	0	0	non_payer
female	25	USA	5	0	0	0	0	0	non_payer
